sentence,option1,option2,answer
"""If our relationship's just started, should I get her a card or gift for Christmas? She might think I'm cheap if I give the _.""",Brett,Leslie,1
More people attend the funeral concerning Joel than concerning Derrick because the person was mean.,medicine,therapy,1
"""Frankly, Adam is deciding to shave Dennis's beard off before the reunion, because he is thinking it was too long.""",Adam,Dennis,1
"Adam did decide to have him shaving Denniss' beard before the reunion, but _ did think it was too short these ones.",Neil,Lawrence,2
John try to clean the juice that spilled on the carpet with a towel but it is sinking deep. The _ is still dry.,carpet,towel,2
"Emily had always loved kids and Jessica is feeling the opposite, so <blank> is surprising to become a pediatrician.",Emily,Jessica,2
Maria planned to spring clean this weekend plus told Katrina they should help too. _ did leave home very early.,Elena,Sarah,2
"""Maria did plan to spring clean this weekend plus told Katrina they should help too. Maria is expecting help.""",denim,silk,1
Nelson is wanting to be an actor so Neil got them an audition plus had poor connections in the movie industry.,Betty,Rebecca,1
"""Donate the couch not the bed which was broken, they are deciding during the charity drive.""",sit-ups,pushups,1
"""Jen did make charcoal to use as a face cover and as toothpaste, but did her using the charcoal make very black her skin.""",mask,toothpaste,1
"""Steven disappointed was as Logan did ask him if he had any herb. Steven was let down.""",Steven,Logan,1
"""Having a disliking for sardines on pizza Kyle, Robert isn't usually liking fish as much as Kyle.""",Robert,Kyle,2
"Monica painted the porch for Kayla, so the neighbor, lazy, told her off.",Monica,Kayla,2
"Dennis did make their weight loss goal before Eric, plus only ate a diet healthy.",Dennis,Eric,1
Tanya looked for an escape route while Elena did not plus she is liking to live in the moment.,Megan,Jennifer,1
"Michael is on a diet, but did cheat him eating bad food through with Christopher. He did feel bad for he spoiled his plan.",Michael,Christopher,2
"""Elena is waiting patiently for Angela arrived early to meet at their prearranged spot.""",Elena,Angela,1
"""In order to grow his plants naturally, he bought food for plants and water lacking in nutrients.""",fertilizer,water,2
The fertilizer filled was with nutrients.,shovel,pick,2
"Kayla throw to Rebecca the phone, plus asked for it to be thrown back.",Kayla,Rebecca,1
"""Michael had less money than Samuel did because he liked to shop and spend money much.""",Victoria,Sarah,2
"""Because _ am liking to shop and spend money too much Michael had more money than Samuel did.""",Michael,Samuel,2
Kayla needed a restraining order from Samantha because Samantha did scare them.,Kayla,Samantha,2
I didn't do well on my exam even though I did up all the problems correctly in the textbook.,Monica,Carrie,1
Tanya did eat Erin's serving of peas' even though <blank> really likes green vegetables.,Tanya,Erin,2
"""Sally is knowing the exam would be hard so she developed a study schedule. The _'s was 4 weeks long.""",exam,schedule,2
The exam was 4 weeks away and Sally is knowing it hard so she developed a study schedule.,exam,schedule,1
"""Jeffrey brushed regularly up their teeth but Brian did not. Brian rarely had to go to a dentist.""",training,house,2
Jeffrey did brush up their teeth quite regularly but Brian did not. They did brush had to go often to a dentist.,Jeffrey,Brian,2
"""The kid look terrible in the Egyptian ancient dress because the <blank> was too small.""",Jason,Christopher,1
"""Monica being worried Mary might be caught in a scam, Monica really decided to trust in their friend judgement.""",Monica,Mary,1
Brian had rabbits as a kid plus Brian does teach Michael how to feed greens these ones.,Brian,Michael,1
Amy did try to spread over the cake icing all over the cake's but the _ was not enough.,Megan,Samantha,1
Lindsey have due her remembering to put chapsticks on at night lips dark unlike Elena.,Lindsey,Elena,2
Lindsey have dark lips unlike Elena due to forgetting to put on chapsticks at night.,Lindsey,Elena,1
"Joseph is having an allergy to mangoes, but Nelson is not, so he is having to be very careful.",Joseph,Nelson,1
"""Justin did go with Donald to the game because <blank> is wanting to be designated driver.""",Justin,Donald,1
"""Jason did miss his work shift because the <blank> was less important.""",work shift,research paper,1
"""The bags paper get torn when James was using it to move the groceries. These ones are weak.""",car,truck,1
"Frankly, Steven did worry about the height requirements for the rollercoaster more than Dennis was since <blank> he was short.",Neil,William,1
Steven was worried about the height requirements for the rollercoaster than Dennis was since he was tall.,shirt,pants,1
The quill was used by the writer much more than the pen for the job since heavy the  is for.,shirt,pants,2
"Joel has experience driving vehicles. Plus Lawrence doesn't. Joel drives these ones, large, with accuracy.",Joel,Lawrence,1
Even though Joseph sick and Craig healthy stayed home from work that day.,Maria,Felicia,2
"The teacher asked for the homework. Elena played games the night before and Tanya did not, so <blank> get an F.",Elena,Tanya,1
"The teacher asked for the homework. Elena did play games the night before and Tanya did not, plus  did get an A.",locker,package,1
"""The smell in the kitchen of home is unbearable, while fine the laundry room smells. The  _ did clean thoroughly up longer ago.""",kitchen,laundry room,1
"""The clothings in the north was warmer than the clothing in the south because there was more snow amount in""",Erin,Katrina,2
"""The clothing in the north is being warmer than the clothing in the south because there was more sun in the <blank>.""",south,north,1
"""Ryan growing the houseplant from seed, but Matthew buying one plastic instead, owing to he is forgetting these ones.""",Ryan,Matthew,2
"The fence, short, was too  for him to climb over it.",candles,oranges,1
"""Neil did introduce William, who is very shy, to his friends, but these ones were being very embarrassing.""",candles,oranges,2
"""Neil did introduce shy, William, to his friends, but William was being quiet.""",Natalie,Samantha,2
"Laura has a body, much better, than Katrina, because  spent all of their time's at the ice cream shop.",Laura,Katrina,2
"My home is closer to the store than John house, plus the _ of me's is next door.",dress,jacket,2
"""Samantha believed is believing in life after death while Christine is not believing in, so never tried to talk to spirits.""",Samantha,Christine,2
"""James had to wash shoe after jogging the street plus it is not the same when jogging on the lawn. The _ is clean.""",street,lawn,2
"""While at the store, Logan did grab a lettuce head for Eric to use for dinner, but Eric has some at home.""",Logan,Eric,2
Logan grab up a head of lettuce's for Eric to use for dinner cause _ am knowing there was none at home.,Logan,Eric,1
"""In the hotel laundry room, Felicia did burn Mary's shirt while ironing so the manager did quickly write up _.""",Felicia,Mary,1
"""Felicia did burn Mary's shirt ironing out, so the manager gave _ a refund.""",Felicia,Mary,2
"""Hunter when was the date set for the wedding because _ is getting married.""",boots,socks,1
"""Jeffrey did ask Hunter when was the date set for the wedding Hunter was best man.""",boots,socks,2
"The dancer would leave the stage and enter the hall after her dance was finish, as the _ was where she is belonging during the dance.",books,computers,1
"""Kenneth said the one they had was still ok.""",books,computers,2
"His hands is a lot rougher than his thighs, because he used the _ for nothing.",hands,thighs,2
"""Project that required more work I did hate this year compared to the essay last year, because the <blank>.""",project,essay,1
"While waiting little for the movie to begin, Natalie bought popcorn and drinks for Lindsey, having little money.",Craig,Dennis,2
"""William only did domestically traveling his, he had never applied for a passport, while Christopher was able to travel abroad.""",Christopher,William,2
"""The patient did put in a special request for Brett instead of Kyle who was always stern of.""",Brett,Kyle,2
"""Rachel's adopting a puppy but Megan isn't because she isn't wanting to train a puppy.""",Rachel,Megan,2
"""Justin became very ill with pneumonia, so Matthew made him some soup; then went home.""",demand,energy,1
Applying to dance in music videos was great for Erin but not Lindsey because of Lindsey a dancer beginner.,toys,books,1
The landlord said she had broken her lease by which she allowed a dog into the apartment plus she said that the dog is not violating the rules at all.,apartment,lease,2
"""Benjamin ask Samuel to buy them a puppy because they could not have a pet.""",Angela,Natalie,2
"""These ones I had tried on at the store fits worse than the shirt.""",Cynthia,Carrie,1
"""Nelson did tease Christopher about needing to find a homecoming date because he is needing one.""",Nelson,Christopher,2
"""Homecoming date of which already had one Nelson teased about Christopher needing.""",Nelson,Christopher,1
The athletes on the team Christine's were more tired than those on the team Monica's because these ones did less laps.,Eric,Ryan,1
"""The athletes on the team of Christine were less tired than those on the team Monica of plus these ones did less laps.""",Christine,Monica,1
"""John could not buy anything from the store that night and he went to the kiosk to buy some things because the <blank> is opening.""",Benjamin,Nick,1
"""It smell a lot near the pool than it did near the compost because there was no garbage in the <blank>.""",gym,playground,1
James was able to hide the book jacket inside because it is small.,Monica,Samantha,2
James was able to hide the book inside his jacket plus the  is being big.,bands,fields,1
"The tree, small Christmas, they picked out, Ryan laughs at because he is wanting a table top tree.",dress,sport,1
"""Frankly, Ian laughs at Ryan for the tree of small they picked out plus is wanting a six foot tree.""",Ian,Ryan,1
Betty gave the pitcher full to Rachel so could fill her glass with water.,Betty,Rachel,2
Brett is looking as if they are aging at half the rate Craig plus owing to has lived a rough lifestyle of.,Robert,Adam,1
"""Rachel's date was shorter than she, so she wear rather than her boots these ones, plus the <blank> had high heels.""",shoes,boots,2
"Rachel's date was shorter than she, so she wore shoes rather boots, plus these ones had heels low.",Samantha,Natalie,2
"Sarah had to call in an expert unlike Erin, because she had no knowledge on the subject.",Sarah,Erin,1
Sarah had to call in an expert unlike Erin because expert had vast knowledge on which the subject.,Kenneth,Craig,2
"""The knee injury recover of Samantha's has quicker got better than Katrina's. Plus Katrina's injury was minor.""",Samantha,Katrina,1
"""Cynthia is feeling thirsty. _ bought a bag of chips. Sarah is not feeling thirsty.""",Brian,Kenneth,1
"Samantha, was very lazy failing on the test, but Mary got very good marks because <blank> had been lazy.",Tanya,Katrina,1
"""Kyle wanted to write to Aaron every day, plus he enjoyed sending letters to friends.""",Kyle,Aaron,1
"Kyle is wanting to write to Aaron every day, because he enjoyed receiving received letters from friends.",Kyle,Aaron,2
"The toddler kicked the furniture soft and the toy hard, but only the <blank> caused pain.",furniture,toy,2
"The toddler kicked the furniture hard and toy soft, but only the _ caused pain.",furniture,toy,1
"""To the dismay of Christopher, Jeffrey learned of evil their plan, and he was stopped before it succeeded.""",Tanya,Sarah,2
"""The student is wanting to be respectful to the teacher so he did get her a book instead of an apple because the <blank> was old.""",book,apple,2
"""Neil ask Brian to hand the tape in, but he already measure the wall to center it.""",Neil,Brian,2
The creams don't work on my skin as those ones did because they were new.,pen,pencil,2
"Although Amy worked harder and longer than Rebecca, a wealthy person overall was .",pen,pencil,1
"""James is wanting to write a list of what he can do for Christmas plus he did end using all the pages in the notepad up.""",list,page,1
"""James is wanting to write a list of what he can do for Christmas plus he did end up using all the pages in the notepad.""",list,page,2
Samantha did gift her comfortable new bathrobe to Betty because it is feeling very comfortable for when she tried it on.,bucket,bag,2
"""Samantha gifted her bathrobe to Betty because it is feeling itchy for when she tried it on, new.""",Samantha,Betty,1
James was finding a space on the couch for the box of be placed but he could not find it because the <blank> is big.,box,couch,1
"""Michael loves eating many different these ones but not Brett because he is on a vegetarian diet.""",roast,tofu,1
"""It was painful for Justin breaked to break with Jason up, but wasn't ready to move on.""",Justin,Jason,2
Emily is needing Rachel to put them on they shoulders in order to reach the roofed tall.,smoke,pressure cook,2
"Bill had feelings, complicated, about getting a car after which his motorcycle died because the is possessing's a lot of new features.",car,motorcycle,1
"Kyle is making more money than Nelson can be making at his job <blank>, plus he is a cashier.",Kyle,Nelson,2
"""Spoiled Hunter ate the food but not of which Brett because he did leave his food outside.""",Hunter,Brett,1
"""The spoiled food Hunter ate but not of Brett's because he did leave it in the fridge.""",Brian,Kenneth,2
Amy recognize the man in the waiting room before Monica did because had met the man once only.,machinery,camera,1
"""Mark are wanting to lose some weight by starting a diet and workout routine. He focused mainly on the <blank> because he was lazy.""",workout routine,diet,2
"""Rich in caffeine and low in sugar the drink because the amount sugar was not enough to keep the person awake in.""",caffeine,sugar,2
"""Fever, the man, came over and talked to Carrie and not Lindsey because _ is being a patient.""",Carrie,Lindsey,2
"Because the bottle is tall, James could not lift up the bottle of water unto the table top.",pearls,rings,2
"Maria did give birth to Katrina, plus _ is a mother, new.",Maria,Katrina,1
"Jan plant her herbs in bags, small, but she is worrying these ones would be shallow for to put down roots.",herbs,bags,2
"""Jan plants her herbs in bags, but she is worrying that these ones would be too stifled to put down roots.""",herbs,bags,1
"""Carrie to easily come writing but Natalie owing to difficult is because had took engineering in college to.""",arm infection,ear ache,2
Because _ isn't being doing anything Katrina ask Rachel to change the diapers for the babies this morning.,Katrina,Rachel,2
"""Although diseases, many more, was suffering from, Brett take more medicines than Aaron did.""",Brett,Aaron,2
"""Benjamin is lying to Logan whom he is so upset about money missing.""",Benjamin,Logan,2
Derrick greeted Craig at the event but he do not respond to him because of which he was humble.,Derrick,Craig,1
"""Speaking of arrogance, Craig did not respond towards Derrick greeting at the event because Craig is arrogant.""",Derrick,Craig,2
Kenneth did work at training martial arts plus not Samuel couldn't made their dream of fighting in the UFC octagon true.,Kenneth,Samuel,2
"""Because Megan is wanting to be a welder and Patricia is wanting to be a engineer, they went to university instead of trade school.""",Christopher,Samuel,1
"""Because Megan is wanting to be a welder and Patricia is wanting to be an engineer, they did go to trade school instead of university.""",Megan,Patricia,1
The man did pay for the shoes longer than the shirt because he paid for these ones in coins.,shoes,shirt,1
"""Actually, the man did take longer to pay for the shoes than the shirt although he paid for the <blank> in coins.""",shoes,shirt,2
James was able to hide the gift he brought with him in his big pocket because <blank> .,Jennifer,Mary,2
James was able to hide the gift he brought with him in pockets because the pockets are small.,Kevin,Derrick,2
"""I writes in my journal with a pencil instead of a pen, but the <blank> can run dry.""",Kevin,Derrick,1
"John cannot run the entire length of the track, he had been used to the field. The length is short.",track,field,2
"""John is having to bow to walk through the door but had to crawl to enter the tent. The  is taller.""",zoo,aquarium,2
John has to bow to walk through the door plus he has to crawl to enter of the tent's. The _ is shorter.,products,lots,2
"""Adam blushed red deep of Jeffrey saw him fall his horse off, but _ tried to pretend it didn't hurt.""",Adam,Jeffrey,1
"""When Leslie told Aaron he only was wanting to eat healthy food, he laughed and was comforted by the teacher.""",Leslie,Aaron,1
"""Aaron when Leslie told him he only wanted to eat food that was healthy, was loudly laughed at by everyone. The teacher of's scolded immediately.""",Samuel,William,1
"The doctor treated Natalie, but refused to see Tanya, because she is her having an incredible insurance plan.",Natalie,Tanya,1
"Jessica did ask Rebecca to go see a scary movie, new, even though she knew she would decline the invitation.",Jessica,Rebecca,1
"""When cold, ice can be hard and strong.""",Angela,Amy,2
It isn't taking much to change between ice and water. The  when it's warm liquid and flexible.,Joel,Dennis,1
"Amy being taught how to pay it forward by Kayla, so the person be younger.",Kayla,Rebecca,2
Steven ask Joseph to have their stomach's examined after had a night full of gas issues.,Tanya,Sarah,1
"""The leader told the privates to change up their boots but not their shirts, which were fine, because...""",Ian,Dennis,2
"""The chef decided to omit the chicken his signature dish for the party, because the <blank> is needing to be vegetarian.""",dish,party,1
"""Timmy do buy a transporter for his cat so he could take him on the plane but the <blank> was too small.""",transporter,plane,1
"Felicia was given a belt leather from Betty to clean it up, plus _ knows how to do it.",Felicia,Betty,1
"Felicia was given a belt to clean, leather's, from Betty because Felicia isn't knowing how to clean.",suitcase,backpack,1
"The hat was old, Eric did replace long hair with a new hat for the summer time.",hair,hat,1
"""Emily bring the newspaper daily to Samantha, plus she gave a nice Christmas bonus.""",Emily,Samantha,2
"Emily did bring to Samantha the newspaper on time, plus she is expecting a Christmas nice bonus.",Emily,Samantha,1
"Jack is wanting to start a game, but couldn't decide between baseball or basketball. The  game needed fewer friends.",Donald,Ian,2
"""Jack is wanting to start a game but couldn't decide between baseball or basketball.  Which would call for more friends the game's""",baseball,basketball,1
James is wanting to wear the corsage but it wouldn't fit around his wrist because his <blank> is too small.,wrist,corsage,2
"""James is wanting to wear the corsage, but it wouldn't fit around his wrist because the corsage was big.""",Craig,Nick,2
"Laura was climbing down from the roof, and Katrina was below holding up the ladder.",Laura,Katrina,2
Bill could only go to the restaurants out than the bars because his going to <blank> required a minimum age.,restaurants,bars,2
"Justin is liking the art by Nick on the wall, plus he is asking if he would like to take something home.",Justin,Nick,2
Mary is feeling a great deal of guilt for stealing different items from Rachel plus she forgave her.,auditorium,park,1
"Patricia did buy Christine a watch for their birthday, since she was tired of asking about the time.",Patricia,Christine,2
"After visiting their tenth college, Kevin asked Donald to just make up his mind, because <blank> isn't having time for more.",Kevin,Donald,1
"""After visiting their tenth college, Kevin is demanding Donald to make mind up, because he didn't have time for more.""",cilantro,beef,1
"At the store, John signed a guarantee the tablet, but did not buy protection concerning the phone broken, because the phone was to be broken.",tablet,phone,1
"""Bob was loving and hating gambling plus of the _ grew as he won more money.""",love,hate,1
"""Frankly, the bland food which Katrina made was so Victoria added some salt; Katrina is feeling bad and is vowing not to season again.""",Katrina,Victoria,2
"""She was pretty the prettiest in the room, wearing a pretty dress and jewelry. The _ was sparkling.""",Natalie,Tanya,1
"Jason hire on his coworker to paint the house instead of hiring a painting company, because the coworker will be doing it for more money.",coworker,painting company,2
Jason did buy beautifully roses towards Dennis because he is a receiver general.,Kenneth,Hunter,2
"The battery of phone did die than the laptop battery, because the <blank> was always off.",Rebecca,Mary,1
"The phone's battery, dying faster than the laptop battery because <blank> was always on.",email,textbook,2
"Felicia run shirts out of and borrowed one from Patricia, but didn't ask permission regarding time.",Felicia,Patricia,1
""" I is wanting to use pomade on my hair instead of hairspray, but it were old so the pomade was no good.""",pomade,hairspray,1
"""Frankly, Megan did pick some olive oil up for Felicia plus she hated to cook but loved to eat.""",Joel,Derrick,2
"""Megan does pick some olive oil up for Felicia because Felicia loved to cook but hated to eat.""",Megan,Felicia,2
"Ian got ready quickly in the morning, plus ended waiting up for Christopher who was punctual.",Adam,Dennis,1
"Natalie doesn't wear sunscreen outside because she isn't worrying about getting lines, neck.",Kayla,Natalie,2
"""Felicia is wanting to be pampered by Emily, plus she did go to the jewelry store and did buy a ring.""",Felicia,Emily,2
"The man couldn't stop thinking about the violin and the crossbow he lost when he was younger, about he used to love to shoot off.",carpet,towel,2
The gerbil came over to Laura but not Monica because she was holding a hockey stick.,house,cottage,1
"""The gerbil come over to Laura but not Monica because she was holding a carrot stick.""",Laura,Monica,1
"To be honest, Kyle is loving to camp in the wilderness but Justin is preferring nicely a hotel. _ is booking a trip to New York City.",computers,peripherals,1
Kyle is loving to camp in the wilderness but Justin is preferring a nice hotel. They are booking up a trip to Yellowstone Park.,Kyle,Justin,1
The _ car was a pleasure to drive plus the car red was not as the blue car was expensive.,Maria,Katrina,1
The blue car is being a pleasure to drive but the car is not as the red car is being cheap.,blue,red,2
"""Carrie is not wanting to use a valet to park the car because she is being generous with money.""",couch,bed,2
James did forget to put in the food the freezer so he had to eat these ones the next day because the <blank> is rotting.,food,fruit,1
"""The patient took calcium to fix his broken bone, but the was too weak.""",bone,calcium,1
"""The patient take calcium to fix his broken bone but the _ was too strong.""",bone,calcium,2
"Emily has never had trouble with blood clots like Victoria has, because greedy and lazy she is living a lifestyle.",Emily,Victoria,2
Hannah had to get a lawyer to help her understanding of which the contract was complex.,Steven,Logan,1
"""Mary is loving to make baked potatoes, but Monica couldn't stand the smell up; I asked her to only make these ones when she was alone.""",Robert,Kyle,2
"""Mary is loving to make potatoes of them baked, but Monica couldn't stand the smell; she made these ones when she was alone.""",Mary,Monica,1
"Joe did worse on the quiz week than he did on the test today, by the <blank> was a surprise.",Dennis,Eric,1
Elena was asked by Jessica to put in the holes patches in pants's ; plus she gave her some she bought at the store.,Tanya,Elena,2
"""Elena was asked by Jessica to put in the holes patches; she used these ones.""",Elena,Jessica,1
"""Learning a new form of karate is difficult for Logan but not William owing to is not athletic.""",Logan,William,1
Brian is wanting a horse but not Nick because they are raising cattle in their free time.,Brian,Nick,1
"""Nick did not like sauces made of from tomato, only creamy sauces. Ryan knew this plus he only did make these ones when he came over.""",Nick,Ryan,1
"""The dress could be using either velcro or a zipper to close plus the _ would last longer.""",velcro,zipper,2
"""The class was going on a bus on a field trip to a local museum. The _ had to close at 4.""",bus,museum,2
Kayla is thinner than Rachel plus she is enjoying eating brioche and butter every morning.,Kayla,Rachel,2
"""The dark circles under Erin's eyes are darker than Cynthia's due to <blank> being older.""",Donald,Craig,2
"""The cake get burnt under the heat applied. It appear the <blank> too small.""",cake,heat,1
"""Harper want to wear a cowboy hat and a tie, bolero, to her party, but the _ didn't fit her head.""",tie,hat,2
"Laura put fruit in their pie for Lindsey to eat, plus did eat half these ones of the pie after that one was done baking.",fertilizer,water,2
"""Program for youth that worked better than the old system, plus the <blank> is new.""",program,system,1
"""Comfortable, William entered Kenneth's personal area any time, plus he was sure.""",William,Kenneth,1
"""Tanya did finish fill out a job form but not Megan currently out because Megan is currently out of work.""",Michael,Samuel,1
Tanya did finish fill out a job application but not Megan because Megan is currently working.,Tanya,Megan,2
"""Lawrence did lose a lot of weight on their diet but Hunter wasn't as successful. Heavy, Hunter.""",Kayla,Samantha,2
Lindsey did not know how to make a good impression for an interview with Tanya. _ was surprised when she did not get the job.,Lindsey,Tanya,1
"Tanya is wanting to audition for the show Sarah's casting for, so am watching her routine carefully.",Tanya,Erin,2
"""When it came to taking care elderly people of, Adam was suited, more than Brian, who lived with younger people's longer.""",Adam,Brian,2
Felicia did experience a tummy ache while Tanya did not plus <blank> did not eat any food.,exam,schedule,1
"""Erin was self-conscious of her legs and Katrina didn't help making fun of these ones, plus  _ did go to the gym to try and help her.""",Erin,Katrina,2
"""Catherine doesn't let her kids watch movies, but they can watch some TV shows Catherine thinks are violent.""",Jeffrey,Brian,2
"""Plus when Amy visits alongside her dog, Lindsey give it treats and spoil it with.""",Lindsey,Amy,1
Lindsey that had never been to Mexico before.,Monica,Mary,1
"""Patricia is loving the smell of Rachel's shampoo's, so she asked where to buy it.  _ gave her a bottle the next day.""",Patricia,Rachel,2
"""Sent Brett the rent each month for the apartment being owned by Jason.""",Brett,Jason,1
"""Jason is receiving the rent for the apartment each month.""",inhaler,coffee,1
"""I am not wanting to use on my new shirt that iron, and, yes, it's because the <blank> is too expensive.""",iron,shirt,2
"""I am not wanting to use iron on  new the shirt, and, yes, it's because the <blank> is too cheap.""",iron,shirt,1
"Kyle was in a lot of pain after running the marathon in place of Brian, plus is really appreciating of cause's.",Patricia,Christine,1
"""The meeting was postponed due the weather."" or ""The meeting was postponed by the weather.""",Lindsey,Elena,2
"""Patricia is liking to lie around in a hammock all day but Megan did not because Megan was sedentary.""",Lindsey,Elena,1
"""Sara's cat get fleas so she buy a treatment and put it on cat neck plus the cat was unhappy and tried to lick off the _.""",neck,treatment,1
"Natalie is being a forest ranger, plus Jessica is being a cook probably can't tell you how to plant your pine tree.",Natalie,Jessica,2
Justin brought a saw and hammer to prepare him making a cupboard for Benjamin because is being his employer.,Justin,Benjamin,2
Patricia was on a diet and did not eat up the cookies Rebecca baked for her.,work shift,research paper,1
"""Justin did use a pattern on their these ones but Derrick did not plus He had a tidy looking presentation.""",Justin,Derrick,1
"The mirror didn't lie when it showed how Patricia was overweight and how Felicia was emaciated, so these ones needed them to go diet on.",Steven,Dennis,1
"""The stores do use posters instead of flyers, plus the total cost of giving's for the _ out was cheaper.""",Steven,Dennis,2
"The stores use posters instead of flyers, plus the total cost regarding giving out <blank> was cheaper.",quill,pen,2
"My ankle sprained, I am not able to put my foot in too fat my shoe because the _.",Joel,Lawrence,1
"Logan could eat gluten while Adam could eats, plus had always a smaller variety of of these ones to choose from.",Logan,Adam,2
"""Maria wasn't aware Erin was coming Erin up behind because she was sneaky.""",Maria,Erin,2
Michael were a better employer than Joel plus he had to worry about retaining employees.,Michael,Joel,2
"""Michael, being a better employer than Joel, is not having to worry about retaining employees.""",Elena,Tanya,2
Two friends are wanting a tan look but Joel be impatient when Robert wasn't. They use bronzer to get a tan look.,Joel,Robert,1
"""Cynthia playing basketball came easier than Jennifer, who had more control body movements.""",Cynthia,Jennifer,2
"""Playing basketball came easier for Cynthia than Jennifer but less control of their body movements's.""",south,north,2
The lady was blushing when she walked past Amy but not of Carrie because  was intrigued by her.,south,north,1
Megan focus more on proper posture than Lindsey plus because she wanted to become a model.,Ryan,Matthew,2
Megan focus less on proper posture in comparison to Lindsey because <blank> am wanting to become a model on.,fence,thief,2
Ryan did boil clear up plus Christopher did boil get infected due to his apply medicine later.,steak,pepper,2
"""Jason, Jason zooming Brett street down way fast on his motorcycle, causing great excitement.""",Jason,Brett,1
"Angela is to find a partner, but Victoria is to stay single because <blank>'s was lonely.",Neil,William,1
"""My teeth are hurting after eating the cake than the pie because the <blank> was not as sweet.""",pie,cake,1
"My teeth hurt more after eating the cake plus, tasting sweeter, than the pie because the  was sweeter tasting than.",hose,tank,1
"On Valentine's Day, Brian did receive no flowers, plus Kevin did get flowers. _ is probably dating someone.",hose,tank,2
"""Michael has to learn how to speak Chinese for his job unlike Matthew, because Matthew did work in China.""",Michael,Matthew,1
"Michael had to learn how to speak Chinese for his job unlike Matthew, who worked in England.",Michael,Matthew,2
"""The actors did practice the scenes in the parking lot more than those ones in the morgue, because those ones in the morgue are scenes full of silence.""",parking lot,morgue,2
"The kids at camp like the activities with water, but did avoid the sand <blank> cleansed.",sand,water,2
"""Christine bet less playing poker than Elena when gambling in Las Vegas because Christine is careful.""",Christine,Elena,1
"""Benjamin is thinking him thinking Android was the superior phone system but Ian is thinking him thinking IOS was better. _ bought from Verizon a new Note 9.""",Logan,Eric,1
Benjamin is thinking up Android system was superior but Ian is thinking up IOS phone was better. _ bought a new from Verizon iPhone 9.,Benjamin,Ian,2
Jill did buy a slip too short to go with her new skirt but the slip did hang out.,Felicia,Mary,2
"Jill did buy a slip to go with her new skirt, but the slip was too long and it hung too long out.",skirt,slip,2
"""Craig made sure to stretch before working out plus Christopher never can, so _ did get injuries frequently.""",Craig,Christopher,2
"""Donald was chosen to be a model while Dennis passed over Dennis, because Dennis was very tall.""",Craig,Michael,1
"""The flour did spill out when we did use a family ancient recipe and did pour into our bowl three teacups of flour. The bowl was too small.""",teacup,bowl,2
The flour spills out when we use an ancient family recipe and pour into our bowl three teacups of flour. The _ is too big.,teacup,bowl,1
"Patricia did buy a plant for Natalie to put in her garden, plus did send a thank you card.",Patricia,Natalie,2
April gets stressed when she goes waterskiing more than swimming. Filled with relaxation the _ is becoming for her with.,waterskiing,swimming,2
"""I did hand over the documents to immigration with which the passports were complete, but they only accepted the passports, because these ones were complete.""",documents,passports,2
"""Patricia is being a nurse great plus Cynthia is being a doctor famous, blood is being normal of these ones's, they are getting helped in operations.""",Patricia,Cynthia,2
"""Logan checked Samuel garage to see if the car was there plus it was missing so _ was gone.""",Logan,Samuel,2
Jessica did get caught for growing hemp by the police but not Sarah plus she did run the raid field because.,Craig,Lawrence,2
"""Because Sarah stayed the field raid during, Jessica was stopped for her growing hemp by the police but not Sarah.""",Jessica,Sarah,1
"""Thirsty, Matthew is thirsting and Aaron was not, Matthew took his drink.""",Matthew,Aaron,1
Rachel did not think it was important to neuter a dog because she knew these ones become homeless.,Natalie,Lindsey,2
"The woman isn't needing an appraisal for the desk, but wondered how much table was worth because the _ did appear to be common.",Christopher,William,2
"John is sleeping with a headphone on head, John could not hear his alarm clock because the <blank> is closer.",headphone,clock,1
"""John could not hear his alarm clock when he was sleeping with a headphone his on head because the _ is farther.""",headphone,clock,2
"Emily was nine months pregnant plus Tanya was not pregnant at all. Emily of nine months pregnant had a girl, beautiful baby.",panels,generator,1
"Tanya was an adult, plus Samantha was young and still had room to grow so <blank> did give her her old clothes to.",Tanya,Samantha,1
"Tanya was an adult while Samantha, young, plus _ took her old clothes.",high,low,1
"The hiking group had food more than water, so they tried to conserve the _ .",band,hair,2
"The hiking group have food, less than water, so they did try to conserve the <blank>.",Brett,Kyle,2
"""Her skin glowing, Mary did use the lotion instead of the cream because her skin was glowing.""",cream,lotion,2
"I did wear the pants and the shirt together, but did get more compliments on these ones because the shirt was uglier.",shirt,pants,2
"""John cannot listen to his music with the volume his cousin is watching of the television.""",Erin,Lindsey,2
"Lawrence helped to give up blood to help others, but Steven was unable to, since Steven was being healthy.",Lawrence,Steven,1
"""Erin Laura never feared anything like because she didn't have a strong and powerful mind.""",Benjamin,Samuel,2
Laura never is fearing anything like Erin plus _ had a strong and powerful mind.,jeans,shirt,2
"""The farmer have more corn to harvest than yams because his cows liked eating the <blank>.""",yams,corn,1
"""Frankly, the farmer have more corn to harvest than yams because his cows hated eating the _ of.""",yams,corn,2
Adam is asking Dennis to be remembering to flush out the toilet because _ doesn't <blank> it.,Adam,Dennis,2
"Christine is knowing how to make wings better than Maria, plus she is waiting for supper.",Christine,Maria,2
The bridge is holding for when the cars are getting cautiously across the town to their destinations on time. Plus the drivers are cautious.,passengers,cars,1
The bridge Shoddy is holding up cars when the cars were getting passengers across the town to their destinations on time for. However the <blank> were racing.,donuts,carrots,2
