sentence,option1,option2,answer
"""Choose dry instead of wet food for your cat as the texture is crunchy and better for they teeth.""",dry,wet,1
"""Wasn't it easier to get the soil loosened up with the pick and shovel than with them, because the <blank> was solid?""",shovel,pick,2
"Erin is knowing the perfect gift for the wedding shower, but Samantha did have to do some research, <blank> was slightly acquainted with the bride.",Erin,Samantha,2
Sarah is looking the worst in frilly dresses. The gothic lolita style suited Victoria better because looking the worst in frilly dresses.,Victoria,Sarah,2
"Samantha couldn't see any alternatives, but Emily could, because _ isn't nearly as open minded.",Samantha,Emily,1
Joseph wanted to sell lemonade at a stand in the summer months instead of the spring months since people in the <blank> would be thirstier.,summer,spring,1
"Monica closed her eyes and dozed while Carrie took a walk, <blank> gone to bed late the night before.",Monica,Carrie,1
"""Monica closed her eyes and dozed while Carrie walked is <blank> had gone to bed early the night before, bored after a boring meeting.""",Monica,Carrie,2
"My mom didn't fit the shape into the painting, because the <blank> was too awkward.",shape,painting,1
"My mom didn't fit the shape into the painting, because the <blank> was too complete.",shape,painting,2
"""My mom did have training at the house, but not today because the <blank> was unavailable.""",training,house,2
"Samantha as _ was never stressed out had healthy hair, while Erin frequently suffered from hair loss.",Erin,Samantha,2
"""Jason was at practice all the time to try and get better than Christopher. Practice needed""",Jason,Christopher,1
The team did win a trophy instead of a plaque as a result of hard times as the _ was cheap to make.,trophy,plaque,1
"""The creatures attacked Derrick while ignoring Ryan, because  _ am remembering to put only on the repellent.""",Derrick,Ryan,2
Megan did like to read a book more than Samantha liked is because <blank> liked the peace and quiet.,Megan,Samantha,1
"""Megan liked to read a book more than Samantha because <blank> did hate the peace and quiet.""",Megan,Samantha,2
"""Late at night, Rebecca was more tired than Jessica so _ was unable to go right to sleep.""",Rebecca,Jessica,2
"""Late at night, Rebecca tired than Jessica so was able to go right to sleep.""",Rebecca,Jessica,1
The woman did pierce the customer's tongue with quickly a needle before piercing his nose because the <blank> was numb.,tongue,nose,1
The woman did pierce the customer's tongue with quickly a needle before piercing his nose because the <blank> was still sensitive.,tongue,nose,2
""" Car unlike the truck since the <blank>'s engine was working at the time.""",car,truck,1
"""Neil used a chainsaw to cut down the tree instead of a regular saw like William, is believing in modern equipment.""",Neil,William,1
The shirts were straighter than the pants because the _ were hanging on the hanger.,shirt,pants,1
"""The shirts were straighter than the pants although the _ were hanging on the hanger.""",shirt,pants,2
"""Lifting the rock would give him a hernia, not the log because the <blank> was lighter.""",rock,log,2
"""Wasn't Maria able to keep their weight off long term, unlike Felicia, because <blank> followed a healthy diet?""",Maria,Felicia,2
"Wasn't Maria able to keep their weight off long term, unlike Felicia, because <blank> may well have followed a crash diet?",Maria,Felicia,1
The dog was more suspicious of the locker than of the package because the drugs were in the <blank>.,locker,package,1
Justin paid for the gas when Craig always said he was broke. <blank> was generous.,Justin,Craig,1
""" _ did volunteer at the local shelter.""",Erin,Katrina,2
"""Dennis did not enjoy their afternoon but Hunter did because _ left work after the sunset.""",Dennis,Hunter,1
"""Hunter did enjoy their afternoon because _ did leave work after the sunrise.""",Dennis,Hunter,2
"""We were making orange jack o lanterns and bought candles to put quickly in the oranges. The candles were too big.""",candles,oranges,1
"""Bought candles to put quickly in the oranges, the candles did not fit. We were making orange jack o lanterns, and the candles were too small.""",candles,oranges,2
"""Natalie committed a bunch of good deeds in Samantha's name because <blank> wanted all the credit.""",Natalie,Samantha,2
"""Natalie did commit a bunch of good deeds in Samantha's name because <blank>.""",Natalie,Samantha,1
"""She is wanting to shop for more clothes and ultimately decided on the velvet dress instead of the denim jacket because the denim jacket was more casual.""",dress,jacket,2
"""Neil sold the android off to Brian because <blank> was an engineer. He put the finishing touches really on it.""",Neil,Brian,1
"""I that I forget to mention it, didn't Laura buy anything at all for Betty's birthday?""",Laura,Betty,2
"Joel plans to go to Latin America next year where Dennis is currently living, has never been to Latin America.",Joel,Dennis,1
"""Beautiful to Angela means something physicaled, while it's mental to Emily, so is deeper.""",Angela,Emily,2
"""Angela and Emily have different definitions of beauty. Angela sees beauty as something physical, while Emily sees it as mental and shallower.""",Angela,Emily,1
"Jason is wanting to get the job, but he felt like flunk really the interview. The manager called and said he could try the <blank> again next week.",job,interview,2
"""Boots that I couldn't get really on because the <blank> were too small, when I was wearing wool socks.""",boots,socks,1
"""I went to try on my new boots, wearing wool socks, but I couldn't get them on because they were too large.""",boots,socks,2
"""The library always had more books than computers, most likely because they are smaller.""",books,computers,1
"The library always is having more books than computers, because the <blank> are bigger.",books,computers,2
"""Hair extensions the hair stylist did give Laura and not Katrina because very short hair.""",Laura,Katrina,1
Angela wasn't needing a recipe in order to mix a cake because she was an instinctive baker.,Monica,Angela,1
"""Craig and Dennis had cereal for breakfast while Dennis had a shake, so they did finish drinking their breakfast.""",Craig,Dennis,2
"Craig had cereal for breakfast while Dennis had a shake, so _ did finish eating their breakfast.",Craig,Dennis,1
Logan did end up calling the police over an incident involving Jason because <blank>.,Logan,Jason,1
Carl needed a new top. He ripped his epaulette shirt and wanted a flannel shirt because the <blank> is old.,epaulette shirt,flannel shirt,1
"""Garrett was always feeling fatigued because of the energy he job demands. The demanded of the job is too much.""",demand,energy,1
"Ben had to respect his toys and books to ensure they last long. However, wasn't it difficult to respect them because they were fun?",toys,books,1
"""He made a few dishes to serve. One was a salad and the other was a steak.  _ it was healthy.""",salad,steak,1
"""Although Angela was overall a nicer person than Natalie, _ is practicing humility very regularly.""",Angela,Natalie,2
"""Cynthia is having a pond in her backyard, but Carrie is not affording one, Cynthia is living in the richer neighborhood.""",Cynthia,Carrie,1
"""They did find their cat hiding under the bed after the loud crackle of thunder.""",Neil,Kyle,1
Jay may well comfort sad people better instead of happy people because <blank> people weren't realistic.,sad,happy,2
"""Eric often thought of his hitting habits, like hitting his pen on his desk, and asked Ryan if it bothered him; Ryan said he did do it.""",Eric,Ryan,1
"""Tanya is wanting poppies for her wedding flowers but Carrie said that was an odd choice odd Didn't tradition matter?""",Tanya,Carrie,2
"Benjamin shaved his beard, but Nick had just grown one, so _ did give them all his old oils.",Benjamin,Nick,1
"""Didn't I get more use in the gym because the <blank> had more things to do than at the playground?""",gym,playground,1
"""Monica can speak English and German but Samantha can only speak English because _ is being trilingual.""",Monica,Samantha,2
"""All of the bands were not able to march on the fields at the same time because the _ were massive.""",bands,fields,1
"Marty is needing some sport and dress shoes, but could only buy one pair. He went with the <blank> since he would be going to a wedding.",dress,sport,1
"""Don't I am liking to drink mineral water over tap water when I travel outside of the USA because the water in other countries is safe?""",mineral,tap,1
"""Pine trees weren't a big part of Erin's Christmas tree farm while Megan was Jewish but helped celebrate anyhow?""",Erin,Megan,1
"""Robert and Adam eating spicy foods suiting Robert because he never got acid reflux from salsa.""",Robert,Adam,1
Eventually <blank> did tell them.,Rachel,Monica,1
Samantha was pretty good at math while Natalie was better at English. _ enrolled in a storytelling class this semester.,Samantha,Natalie,2
"""Didn't he have worse skin than Craig so _ had to use more of the moisturizer?""",Kenneth,Craig,1
"""Didn't he have to use more of the moisturizer because Kenneth had better skin than Craig?""",Kenneth,Craig,2
The cat Natalie owned would snuggle up on Jessica's lap because isn't she being nice to it all the time?,Natalie,Jessica,2
Brian and Kenneth had different work ethics because Brian was a hard worker.,Brian,Kenneth,1
"""Tanya loved pepperoni on them pizza and Katrina loved sausage, so when it had just sausage Tanya may well not have been very happy.""",Tanya,Katrina,1
"Tanya is loving pepperoni on their pizza and Katrina is loving sausage, so when it had just pepperoni _",Tanya,Katrina,2
Jen planned a retreat to a mountain or the park. She chose the _ because it was warmer.,mountain,park,2
"Justin bought a new RV but Lawrence liked his old one, so he may well decide to buy it.",Justin,Lawrence,2
"""Frankly, Justin bought a new RV but Lawrence liked his old one, so  did decide really to sell it.""",Justin,Lawrence,1
"Tanya was unrecognizable after Sarah was done beating them, so _ ended up going to jail.",Tanya,Sarah,2
"Frank is wanting to put the burger on the barbecue, but the <blank> wasn't formed yet.",barbecue,burger,2
All the glaciers that fell from the top of the mountains were found at the bottom. Weren't they large?,Glaciers,Mountains,1
"""Didn't the student like writing their signature with a pen instead of a pencil, because it showed up lighter?""",pen,pencil,2
"""Didn't the student like writing their signature with a pen instead of a pencil, because the  showed up darker?""",pen,pencil,1
"""Derrick and Jason showed each other how to cut the tiles for their kitchen, and they were shown thanks for their help.""",Derrick,Jason,1
"""So and Emily avoid eating carrots for their eye health because one is needing good eyesight while the other doesn't.""",Emily,Monica,2
The medical waste was moved from the bag to the bucket and the __ did become sterilized.,bucket,bag,2
"Sarah, had a 30-year work career, would get a retirement pension but Erin.",Sarah,Erin,1
"""Hadn't Derrick been working on his script for years and refused to get any other job, much to Logan's worry and upset?""",Derrick,Logan,2
Connie is liking to cook at home and decided to forgo in quite definite favor of tofu because the <blank> is useless for a vegetarian meal.,roast,tofu,1
"""Fever because the _ took one week to get over, he is having a much harder time with that compared to the flu.""",fever,flu,1
I did decide the weather was poor enough to <blank> them.,smoke,pressure cook,2
I decided the weather was good enough to smoke them.,smoke,pressure cook,1
The computer ran faster than the tablet because the files on the _ were larger.,tablet,computer,1
"""Gem had a husky breed named Ben. Ben liked both bones and toys. However, he liked that inedible best because it was.""",bones,toys,2
Brian did agree to buy soap for Kenneth while at the store. They did pay back for the errand the following day.,Brian,Kenneth,2
"""Hunter did prepare the documents and data tables for Matthew's scientific research because Hunter is his assistant.""",Hunter,Matthew,1
"""Frankly, Samuel was blown very away to find out from Lawrence that goldfish are a type of carp, so decided to fact check his friend.""",Samuel,Lawrence,1
"""Weren't the _ poor?""",Sunglasses,Eyes,1
"""For her birthday gifts, Sarah was upset with the pearls, but felt the opposite about the rings she received. The _ were fancier.""",pearls,rings,2
"Jody is wanting new mascara and eyeliner, either black or brown, but the <blank> was too light.",black,brown,2
"Jody is wanting new mascara and eyeliner, either black or brown, but the _ was too heavy.",black,brown,1
"Isn't Aaron wanting to go to the gym, but they are wanting to go to the park because the gym did require membership?",gym,park,1
"""Wasn't the ear ache more petty?""",arm infection,ear ache,2
"""Michael had a cat as a pet but Nelson didn't, having allergies in their system.""",Michael,Nelson,1
Maria and Christine mimicked each other at work because <blank> is being like a fan to her.,Maria,Christine,1
"Didn't Kyle pay Craig to board the family dog at the kennel for a week, because he was going on vacation?",Kyle,Craig,1
Maria and Monica told  they looked too sick to go to work and asked if they had a fever.  _ did go to the Doctor.,Maria,Monica,2
"The stove was left on after Matthew used it, so Nelson careful off.",Matthew,Nelson,2
Jessica found the heavy load at work overwhelming but Katrina <blank> may well be doing a poor job at planning their work.,Jessica,Katrina,1
"""Christopher  _ did damage to his opponent, but not Samuel because the brutal boxing match was suitable for him. """,Christopher,Samuel,1
That brutal boxed match that did not damage his opponent was suitable for Christopher but not Samuel.,Christopher,Samuel,2
"""It is not knowing about any different programs that makes going on a diet easier for Benjamin but not Donald.""",Benjamin,Donald,2
Jennifer and Mary did get about with a seeing-eye dog but <blank> was blind and did not.,Jennifer,Mary,1
"""Mary because is being sighted did not get about with a seeing-eye dog.""",Jennifer,Mary,2
_ may well started bringing the dog treats to change its mind.,Kevin,Derrick,2
"The dog may well hate Kevin but love Derrick, so I am starting to quite bring the dog treats to change its mind.",Kevin,Derrick,1
The kitty ran away really from Kayla and not Felicia because had known them for many years.,Kayla,Felicia,2
I am liking visiting the zoo more than the aquarium during the summer because the <blank> is inside.,zoo,aquarium,2
"""The market was going out completely of business so they sold their products but not the lots as the <blank> were useful.""",products,lots,2
"""They sold their products but not the lots as those are useless.""",products,lots,1
"Patricia has a trouble with training her horse and is wanting Tanya's help, because is wanting her horse to behave.",Patricia,Tanya,1
"""Samuel had to recently recover from a stroke unlike William because William is living an unhealthy lifestyle.""",Samuel,William,1
"""Randy did go to see an X-rated film, but he was stopped and yelled at. The anger showed on  's face.""",Randy,Nick,2
The shame showed on _ 's shamed face.,Randy,Nick,1
"""Oblivious, Amy did fail to notice the lumps on her arms.""",Angela,Amy,2
"Joel ran out completely of toilet paper, so he asked Dennis in the stall next to him for some. He may well have been relieved when he agreed.",Joel,Dennis,1
"""Kayla crushed was the subject of a secret crush from Rebecca. Kayla was aware.""",Kayla,Rebecca,2
"""Tanya was the most powerful person in the world, and Sarah is admiring those, because Tanya is something to aspire to.""",Tanya,Sarah,1
Ian was supposed to be babysitting for Dennis but may well have forgotten <blank>,Ian,Dennis,2
"""Donald was able to catch the thrown Frisbee by Eric, then was thrown back the Frisbee.""",Donald,Eric,2
"Donald was able to catch the Frisbee thrown by Eric, then threw the Frisbee back.",Donald,Eric,1
"""I was driving my car and did try to get through the intersection, but the light turned red. The <blank> changed is too fast.""",light,car,1
"""Joe did bring his books to school in a suitcase instead of a backpack because the <blank> was bigger.""",suitcase,backpack,1
"""Joe did bring his books to school in a suitcase instead of a backpack because it was smaller.""",suitcase,backpack,2
"""The desk sturdied was sturdy, so the boy did hide under it instead of the table during the earthquake.""",desk,table,1
"""Robert got kicked in the head while playing soccer, and Joel laughed at him. The coach looked really looked at _ with pity.""",Robert,Joel,1
"""Didn't he have to wax a lot more frequently than Ian because <blank> had blonde colored hair?""",Donald,Ian,2
Joseph asked Robert to clean the floor with a mop nearby because isn't _ needing to work?,Joseph,Robert,2
"""Didn't Christine take all the money while Mary told her to save the money for herself? _ is knowing to take.""",Christine,Mary,1
"""Craig did grow frustrated as is lacking the aptitude needed for the task, frankly, trying to coach Nick in soccer.""",Craig,Nick,2
"""Craig lacking the patience needed for the task did grow frustrated trying to coach Nick in soccer.""",Craig,Nick,1
"""It suited Victoria but not Lindsey because <blank> was no longer in love.""",Victoria,Lindsey,1
"""The musician is liking playing at the auditorium more than at the park because he sounded quieter at the <blank>.""",auditorium,park,2
"""The musician is liking playing at the auditorium more than at the park because he sounded louder at the _ .""",auditorium,park,1
"""The man did put the brandy away quickly and did serve scotch instead because the drinks were expensive.""",Brandy,Scotch,2
"Wanting to impress his boss, the man is wanting to put the brandy away quickly and serve scotch instead because the <blank> is cheap.",Brandy,Scotch,1
"Pho is needing cilantro and beef to be tasty. However, the <blank> can be too bitter.",cilantro,beef,1
"""Pho is needing cilantro and beef to be tasty. However, the <blank> can be too savory.""",cilantro,beef,2
"Betty's blanket was much thicker than Jessica's blanket, so I am feeling cold all night in bed.",Betty,Jessica,2
"""Christopher declined when asked by Ian to play a game of chess because is liking to play intellectual games.""",Christopher,Ian,2
"""Natalie had a phobia about crossing over quickly high bridges but Tanya didn't. They had to re-route their trip to avoid bridges.""",Natalie,Tanya,1
"""Kenneth did explain really to Ryan that he was dressed like that because he was going to a disco party. excited.""",Kenneth,Ryan,1
"""Didn't he still respect him because he was his superior?""",Kenneth,Hunter,2
"""Frankly, Rebecca had a way of minimizing risks whereas Mary usually did not. This is making me want to assist.""",Rebecca,Mary,1
"Paolo tries to remember what he did read in the textbook, but all he can think of is the email from his friend because ages ago he read the _.",email,textbook,2
If you are trying to get rid quickly of blood spots from clothes use cold water instead of hot water releasing the stain.,cold water,hot water,1
"""I should get her a card or gift for Christmas, since our relationship just started. She may well think I'm cheap if I give those _.""",card,gift,1
"""More people attended the funeral of Joel than of Derrick, a meant person.""",Joel,Derrick,2
Adam did decide to shave Dennis' beard before the reunion thought.,Adam,Dennis,1
"Adam did decide to shave Dennis' beard, but thought it was too short before the reunion.",Adam,Dennis,2
"Rebecca had a sneezing reflex unlike Monica, so when they took the cinnamon challenge, she may well won.",Rebecca,Monica,2
John did try to clean the juice that sunk deep on the carpet with a towel. The <blank> is still dry.,carpet,towel,2
"""The landscaping looked better at the house than at the cottage because the owners, hardworking as they were, did use a company.""",house,cottage,1
"""Emily had always loved kids and Jessica felt the opposite, so she was surprised to become a pediatrician.""",Emily,Jessica,2
The intelligence agency did order new computers for the workers and did keep the same peripherals because the <blank> were at risk.,computers,peripherals,1
"Left home very early, Maria planned to spring clean this weekend and told Katrina they should help too.",Maria,Katrina,2
"""Maria and Katrina planned to spring really clean this weekend and told each other they should help too.""",Maria,Katrina,1
Nelson wanted to be an actor so Neil got them an audition because connections poored.,Nelson,Neil,1
"""They did decide to donate the couch but not the bed because it was broken.""",couch,bed,2
"""The man decided to use a nail instead of a screw because the _ would be looser in the wood.""",nail,screw,2
"""Frankly, Jen made charcoal to use as a mask and as toothpaste, but using it made her skin blacked very.""",mask,toothpaste,1
"""Jen did make charcoal to use as a mask and as toothpaste, but that made her teeth very white.""",mask,toothpaste,2
"""Steven was disappointed as Logan did ask him if he had any herb. _ was a stoner.""",Steven,Logan,2
"""Logan asked Steven if he had any herb.  Let down was Steven.""",Steven,Logan,1
Robert is disliking usually didn't like fish as much as Kyle however had a disliking for sardines on pizza.,Robert,Kyle,2
"""The neighbor scolded Monica for being so lazy, having painted the porch for Kayla.""",Monica,Kayla,2
"""Dennis made their weight loss goal before Eric because they are eating a healthy diet.""",Dennis,Eric,1
"""Elena, because she liked to live in the moment, did not look for an escape route while Tanya did the other.""",Tanya,Elena,2
Tanya looked for an escape route while Elena did not because she may well not like all the surroundings.,Tanya,Elena,1
Michael and Christopher feel bad they cheated by eating junk food.,Michael,Christopher,2
"Arrived early to meet at their prearranged spot, Angela waited patiently for Elena.",Elena,Angela,1
"""Upset, Patricia was upset to really discover a woodworm infestation and called the realtor Victoria in her newly purchased house. She called the sellers to ask them to pay for an exterminator.""",Patricia,Victoria,2
Patricia discovered a woodworm infestation in her newly purchased house and called the realtor Victoria. _ may well be wanting the sellers to pay for an exterminator.,Patricia,Victoria,1
"""We set up the treasure hunt, but the treasure chest big was found easily on the path because the  _ really was big.""",chest,path,1
"We did set up the treasure hunt, but the treasure chest was found easily on the <blank> quite short path.",chest,path,2
"""Donald took medication for their anxiety, but Craig open went to therapy because  was open with their feelings.""",Donald,Craig,2
"""Craig did go to therapy because is being private with their feelings. Donald did take medication for their anxiety.""",Donald,Craig,1
"""No longer returning Joseph's love, they did receive divorce papers.""",Hunter,Joseph,2
"""He did buy fertilizer and water in order to grow his plants naturally. The <blank> lacked  was lacking with nutrients.""",fertilizer,water,2
He did buy fertilizer and water. The fertilized was filled with nutrients.,fertilizer,water,1
"Kayla threw the phone quickly to Rebecca, then asked for it to be thrown really back.",Kayla,Rebecca,1
Michael had less money than Samuel did because _ am liking to shop and spend money too much.,Michael,Samuel,1
Michael had more money than Samuel did because  <blank> like to shop and spend money too much.,Michael,Samuel,2
"""Kayla needed a restraining order from Samantha because <blank> was scary to them.""",Kayla,Samantha,2
"""I didn't do well on my exam even though I did all the problems in the textbook correctly. I guess the questions in the <blank> were just too hard.""",exam,textbook,1
"""At dinner time, Tanya eatEd Erin serving of peas even though <blank> is liking green vegetables.""",Tanya,Erin,2
Sally did develop a study schedule. The <blank> was 4 weeks long.,exam,schedule,2
"""The exam was 4 weeks away. Sally knew the exam would be hard so she did develop a study schedule.""",exam,schedule,1
"""Brian may well rarely have to go to a dentist.""",Jeffrey,Brian,1
"Brian did not brush their teeth quite regularly, but Jeffrey did. Brian did go to a dentist often.",Jeffrey,Brian,2
The kid looked terrible in the ancient Egyptian dress because the <blank> was too small.,dress,kid,2
"""Monica was worried Mary may well be caught in a scam when they started their new job, but decided to trust her friend's judgment.""",Monica,Mary,1
Brian did teach Michael how to feed a rabbit greens because <blank> had rabbits as a kid.,Brian,Michael,1
"i had to walk closer to the board to see the phone numbers, the monogram of the company is only visible from a distance.",monogram,number,1
He was having an asthma attack but forgot his inhaler so someone may well recommended coffee as the <blank> was unavailable.,inhaler,coffee,1
Amy did try to spread the cake icing quickly over the cake but the <blank> was not enough.,icing,cake,1
"Patricia teaches Kindergarten students, Christine teaches High School students therefore  doesn't is reading aloud a lot.",Patricia,Christine,2
"""Patricia teaches Kindergarten students, Christine teaches High School students therefore _ may well be reading aloud a lot.""",Patricia,Christine,1
Lindsey has dark lips unlike Elena because remembering to put really on chapsticks at night.,Lindsey,Elena,2
Lindsey has dark lips unlike Elena because forgetting to on chapsticks at night.,Lindsey,Elena,1
"""Joseph is having an allergy to mangoes, but Nelson does not, so _ is being very careful.""",Joseph,Nelson,1
Justin went with Donald to the game because _ am wanting to be the designated driver.,Justin,Donald,1
"""Mike is wanting to make the picture with the Photoshop software instead of the Paintshop software because Photoshop software is more reliable.""",Photoshop software,Paintshop software,1
"""Jason did miss his work shift in order to finish his research paper, because the <blank> is being less important.""",work shift,research paper,1
"""Paper bags that got torn when James was using that to move the groceries are weak.""",bags,groceries,1
"""Steven was worried about very much the height requirements for the rollercoaster more than Dennis was since <blank> was short.""",Steven,Dennis,1
"""Steven was worried about the height requirements for the rollercoaster more than Dennis was tall.""",Steven,Dennis,2
"""The used quill was by the writer much more than the pen for the job since the _ is heavy.""",quill,pen,2
"""Joel has experience driving large vehicles and Lawrence doesn't. Lawrence may well drive their RV with accuracy.""",Joel,Lawrence,1
"""She used vinegar to wipe down the cabinets hourly and a wood cleaner monthly. The  was overused.""",vinegar,cleaner,1
"""_ did stay home from work that day despite the fact that Joseph was sick and Craig was healthy.""",Joseph,Craig,2
"""The teacher asked for the homework. Elena did play games the night before and Tanya did not, so may well have gotten an F.""",Elena,Tanya,1
"""The teacher asked for the homework. Elena played games the night before and Tanya did not, so _ may well have gotten an A.""",Elena,Tanya,2
"William had a fear about nothing unlike Benjamin, had a horrible childhood growing up.",William,Benjamin,2
"""The smell in the kitchen of the home is unbearable, while the laundry room cleaned smells fine. The _ may well have been cleaned longer ago.""",kitchen,laundry room,1
"""The clothing in the north was warmer than the clothing in the south because there was more snow in the <blank>.""",south,north,2
"""The clothing in the north was warmer than the clothing in the south because there was more sun in the <blank>.""",south,north,1
"""Ryan did grow the houseplant from seed, but Matthew did buy a plastic plant instead because he is neglecting plants.""",Ryan,Matthew,2
"""The thief did try to escape over the fence, but the  was too short for him to climb over.""",fence,thief,2
"""The rib-eye steak is needing some artisan pepper to season it because the _ was flavorful.""",steak,pepper,2
"""Isn't the rib-eye steak needing some artisan pepper to season it because the <blank> was bland?""",steak,pepper,1
"""William, who is very shy, was being very embarrassing.""",Neil,William,1
"""To be honest, Neil introduced William, who is very shy, to his friends, but he is being very quiet.""",Neil,William,2
"""The gas is smelling quite out of the hose, not out of the tank because the <blank> is sealed.""",hose,tank,2
"Laura had a much better body than Katrina, because they did spend all of them time at the ice cream shop.",Laura,Katrina,2
"My home is closer to the store than John's house, because the  <blank> of I is next door.",home,house,1
"""Samantha believed is believing in life after death while Christine is not, so _ never tried to talk to spirits.""",Samantha,Christine,2
"""James did have to wash his shoe after jogging on the street but it is not always the same when jogging on the lawn. It cleaning.""",street,lawn,2
"While at the store, Logan grabbed a head of lettuce for Eric to use for dinner, but _ may well have some at home.",Logan,Eric,2
"""Logan did grab a head of lettuce for Eric to use for dinner because I am knowing there was none at home, frankly, while at the store.""",Logan,Eric,1
"Felicia, burned Mary's shirt in the hotel laundry room, so the manager write-uped.",Felicia,Mary,1
"""In the hotel laundry room, Felicia burned Mary's shirt while ironing it, so the manager did give a refund.""",Felicia,Mary,2
Jeffrey did ask Hunter when was the date set for the wedding because they were getting married.,Jeffrey,Hunter,2
"""Jeffrey did ask Hunter when was the date being set for the wedding because was being his best man.""",Jeffrey,Hunter,1
"""Craig and Michael had never learned handwriting in school but <blank> had learned beautiful script so Craig and Michael always did type all their correspondence.""",Craig,Michael,1
"""Patricia did laundry by hand, but Lindsey used the electric washer because of clothes made of delicate fabrics.""",Patricia,Lindsey,1
"""The dancer would leave the stage and enter the hall after her dance, as the <blank> was where she belonged during the dance.""",stage,hall,1
"Derrick is needing Kenneth to go to the store and get a baby bib, but _ said the one they had may well be ok.",Derrick,Kenneth,2
"""His hands were a lot rougher than his thighs, because he used them for nothing.""",hands,thighs,2
"""Christine told Samantha clearly to at court them reasons for them expired license, since _ had the responsibility to attend.""",Christine,Samantha,1
"""Christine told Samantha at court their reasons for them, since _ had the responsibility to judge.""",Christine,Samantha,2
"""Craig was all about self-publishing his first album, but Lawrence against it. Lawrence advocated for a very hands-on approach.""",Craig,Lawrence,1
"""Craig was all about self-publishing his first album, but Lawrence advised. He is advocating for a very hands-offed approach to publishing.""",Craig,Lawrence,2
"The cleaning crew always used rags wear out instead of washcloths, although the rags tended to wear out quickly.",washcloths,rags,2
"""Project that year compared to the essay last year, I am hating, because the <blank> required more work.""",project,essay,1
"""Natalie bought popcorn and drinks for Lindsey, since them had little money, frankly, while waiting for the movie to begin.""",Natalie,Lindsey,2
"""Christopher was able to travel abroad, while William only did travel domestically, as William had never applied for a passport.""",Christopher,William,2
"""The rubber resisted the rock but snapped on the concrete, as the surface was rough.""",rock,concrete,2
"The rubber resisted the rock but snapped on the concrete, as the _ was smooth.",rock,concrete,1
"Generator that would be the main power supply, Al got solar panels and a small generator installed at his house for electricity as the <blank>.",panels,generator,1
The babies in the nursery were very weak because they were fed the <blank> calorie food during the high and low calorie experiment.,high,low,2
"Jane's hair was bound by a band, the band cut because the <blank> is bulky.",band,hair,2
The patient did put in a special request for Brett instead of Kyle because Kyle is stern.,Brett,Kyle,2
Rachel did decide on strongly adopting a young puppy but Megan didn't want to train a puppy.,Rachel,Megan,2
"""Frankly, Justin became very ill with pneumonia, so Matthew made him some soup; then did go home.""",Justin,Matthew,2
Applying to dance in music videos was great for Erin but not Lindsey because she is a beginner dancer.,Erin,Lindsey,2
The landlord said she had broken her lease by allowing a dog into the apartment. She said that the dog did not violate the rules at all.,apartment,lease,2
"Benjamin asked Samuel to buy them a puppy, because they couldn't have a pet.",Benjamin,Samuel,2
"""Jeans that I had tried on at the store fit worse than the shirt.""",jeans,shirt,2
Nelson teased Christopher about needing to find a homecoming date because _ is needing one.,Nelson,Christopher,2
"""Didn't he need to find a homecoming date because <blank> already had one?""",Nelson,Christopher,1
"""The athletes on Christine's team were more tired than those on Monica's team because the ones with _ did less laps.""",Christine,Monica,2
"""The athletes on the team of Christine were less tired than the athletes on the team of Monica because the ones with <blank> did less laps.""",Christine,Monica,1
John could not buy anything from the store that night and he went to the kiosk to buy some things because the  <blank> is opening.,store,kiosk,2
"""Jenny did start eating carrots instead of donuts junky because those were not junky.""",donuts,carrots,2
"""It smelled a lot better near the pool than it did near the compost because there was no garbage in the <blank>.""",compost,pool,2
"""James was able to hide the book inside his jacket because the  is small.""",book,jacket,1
James was able to hide the book inside his jacket because the <blank> is big.,book,jacket,2
"""Ian did laugh very much at truly Ryan because of the small Christmas tree they picked out. A table top tree was what they were wanting.""",Ian,Ryan,2
Ian laughs at Ryan because of the small Christmas tree they picked out. _ is wanting a six foot tree.,Ian,Ryan,1
"""Betty gave the full pitcher to Rachel so they could fill her glass with water.""",Betty,Rachel,2
Brett may well be aging at half the rate of Craig lived.,Brett,Craig,2
"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had high heels.",shoes,boots,2
"""Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the <blank> had low heels.""",shoes,boots,1
The store had 80 platters but only 2 bowls left in stock because the <blank> were in high demand.,platters,bowls,2
"""The store is having 80 platters but only 2 bowls left in stock because the <blank> are being in low demand.""",platters,bowls,1
"""Sarah had to call in an expert unlike Erin because _ had no knowledge on the subject.""",Sarah,Erin,1
"""Sarah had to call in an expert unlike Erin because _ had vast knowledge on the subject.""",Sarah,Erin,2
but Felicia prefers whiskey because liking dark liquors.,Monica,Felicia,2
"""Felicia prefers whiskey because she is liking clear liquors.""",Monica,Felicia,1
"""Samantha's knee injury was minor. Healed much quicker than Katrina's.""",Samantha,Katrina,1
"""Cynthia is feeling very thirsty but Sarah is not feeling thirsty. _ bought a bag of chips.""",Cynthia,Sarah,2
"""Didn't Samantha fail on the test but Mary did get very good marks because Samantha had been very lazy?""",Samantha,Mary,1
"""Frankly, Kyle is wanting to write to Aaron every day, because they are enjoying sending letters to friends.""",Kyle,Aaron,1
"""Isn't Kyle wanting to write to Aaron every day, because _ enjoyed receiving letters from friends?""",Kyle,Aaron,2
