,question,subject,choices,answer
4762,"""Evidence, available, for a link between amount of sugar and chance of tooth decay come from which type of study design?""",nutrition,"['Randomised controlled', 'Non-randomised controlled', 'Cross sectional observational', 'Cohort']",3
4763,The amount and kind of fat we eat can be important factors regarding affecting blood fat breakdown.,nutrition,"['Replacement of saturated fatty acids with n-6 polyunsaturated fatty acids is associated with a reduction in plasma triglyceride concentrations', 'Replacement of saturated fatty acids with monounsaturated fatty acids is associated with an increase in LDL cholesterol', 'Consumption of soluble dietary fibre and plant stanols/sterols is associated with a significant increases in LDL cholesterol', 'Replacement of saturated fatty acids with large amounts of carbohydrate is associated with decreased LDL and increased plasma triglyceride concentrations']",3
4764,"Drinking, greater",nutrition,"['Has been reported to be associated with a higher incidence of fracture and higher mortality in a few studies', 'During puberty seems to be associated with higher bone mineral density in later life', 'Is consistently associated with a lower rate of fractures', 'In countries with the highest rate of fracture suggests that milk consumption is beneficial to the skeleton.']",0
4765,"""What should athletes, top, eat ideally during exercise long hard (>2.5 hours)?""",nutrition,"['60 g glucose per hour', '60 g glucose plus fructose per hour', '90 g glucose per hour', '90 g glucose plus fructose per hour']",3
4766,"""Nothing can be called “good” without qualification except _______.""",philosophy,"['right action', 'good consequences', 'happiness', 'a good will']",3
4767,"""Plato view are true beauty is _______.""",philosophy,"['found in everyday objects', 'nonexistent', 'everywhere in the natural world', 'not of this world']",3
4768,The incontinence described is when:,high_school_psychology,"[['maturation periods', 'critical periods', 'primary development periods', 'secondary development periods']]",1
4769,Rawls is thinking of the contract first in the capacity of one to:,philosophy,"['enter a particular society.', 'set up a particular form of government.', 'establish the principles of justice for the basic structure of society.', 'establish the content of morality.']",2
4770,Berkeley is believing things sensed cannot exist except in _______.,philosophy,"['a mind', 'absolute existence', 'material substance', 'a material universe']",0
4771,"""What was Clarence Darrow belief about which life's meaning?""",philosophy,"['Life was not worthwhile.', 'Life was hard but worthwhile.', 'Life was uncertain but ultimately rewarding.', 'Life was meaningful for most people.']",0
4772,Stevenson is aiming primary is to:,high_school_psychology,"[['Down syndrome.', 'fetal alcohol syndrome.', 'mental retardation.', 'autism.']]",3
4773,"""By Moore, we are thinking about good whenever we are thinking about:""",philosophy,"['pleasure.', 'things that we desire.', 'intrinsic value.', 'none of the above.']",2
4774,Philosophy regarding finding ideas about human life and checking thoughts are supporting those ideas is said in two questions driving thoughtful studies:,philosophy,"['why should we bother? and what are the consequences of our believing one thing over another?', 'what do you mean? and how do you know?', ""who really believes X? and how can we explain differences in people's beliefs?"", 'how do philosophers argue? and are their differences important?']",1
4775,"""Epictetus says that things controlled can be _______ and things not controlled can be _______.""",high_school_psychology,"[['schizophrenic', 'anxiety', 'mood', 'dissociative']]",3
4776,"""To Socrates, a life not his looking at is not worth living; plus it certainly could not be a good life. Why nots?""",philosophy,"['Because if someone did not know how to act virtuously, he or she would still be considered virtuous by others who also did not know the principles for good living.', 'Because since Socrates was a philosopher, he of course thought that people who examined their lives philosophically were more virtuous than those who did not.', 'Because without knowing the rationale for why one should act in a particular way, one does not know whether actions are justified and ought to be repeated.', ""Because a virtuous life would be one in which someone does what the rest of the society says is right, and that means examining views other than one's own.""]",2
4777,"""Its reason being through story reason itself can be defined.""",philosophy,"['mythos is ultimately based on logos, just as myth is ultimately based on reasoning or thinking.', 'myth does not ""explain"" how things are related as much as it simply reveals them as related.', 'metaphysicians are justified in reasoning as they do because there is only one true answer about being.', 'myth and reason are the same: ""myth"" defines ""reason,"" and ""reason"" defines ""myth.""']",1
4778,"""According Epicurus, a law unjust is when:""",high_school_psychology,"[['The study skills of students with disabilities are improved when they are given a single, specific study strategy to follow for all subjects.', 'Students with disabilities often develop study skills on their own and need only some guidance and reinforcement by the teacher.', 'Training in study skills needs to include helping students to guide their own thinking to organize their own study behaviors and to use varied study approaches.', 'Study strategies are best taught in a small group by having students practice collaborative problem-solving activities modeled by the teacher.']]",2
4779,Leo Tolstoy is saying that art can be _______.,philosophy,"['expression', 'form', 'representation', 'abstract']",0
4780,"""Aquinas is holding that the last end concerning man is:""",philosophy,"['pleasure.', 'happiness or beatitude.', 'the satisfaction of desire.', 'freedom from anxiety.']",1
4781,Epicurus is saying all other good qualities come from:,philosophy,"['prudence.', 'temperance.', 'justice.', 'courage.']",0
4782,"The regular use of careful thinking towards try to find answers to basic questions about life, right and wrong, and knowledge it's being called _______.",philosophy,"['the argumentative method', 'the philosophical method', 'propositional logic', 'syllogistic reasoning']",1
4783,"""The natural purpose of reason is to is claimed according to Kant.""",philosophy,"['produce happiness.', 'produce pleasure.', 'produce knowledge.', 'produce a good will.']",3
4784,"""It being a lying promise is wrong because _______.""",philosophy,"['lying to people can cause them harm', 'lying to people harms society', 'you could not consistently will that everyone should make lying promises', 'most people condemn the practice']",2
4785,"""How is Stevenson responding to the complaint that his idea does not explain the fair kind of goodness, it being known already, of...?""",philosophy,"['He claims to have proven that such a property does not exist.', 'He claims to have offered an account of just such a property.', 'He claims he does not understand such a property.', 'None of the above.']",2
4786,"""You that you could have done otherwise is to say that you would have done otherwise if _______ to.""",high_school_psychology,"[['dilation of the pupils', 'increase in salivation', 'increase in perspiration', 'increase in secretion of stress hormones']]",1
4787,"In Aquinas view, man greatest happiness is in:",philosophy,"['pleasure', 'acts of the moral virtues.', 'loving God.', 'contemplating God.']",3
4788,"""Taurek's claiming if faced the choice with between saving the life of X or the arm of Y:""",philosophy,"['Y is obligated to choose saving the life of X.', 'we are obligated to choose saving the life of X.', 'both a and b.', 'neither a nor b.']",3
4789,Plato's suggestion knowledge am innate or remembered as a result of being triggered by experience is in respond a paradox he sets up for himself. The Meno's paradox to do with the question of:,high_school_psychology,"[['olfactory receptors', 'gustatory receptors', 'feature detectors', 'basilar membrane']]",0
4790,Socrates' idea 'the life not looked at is not good to live' are said as a main idea amidst the activities of people.,philosophy,"['it is sometimes simply not worth all the effort of examining life and its problems in great detail; sometimes it is better simply to ""go with the flow.""', 'while taking a reflective attitude toward life is interesting and even sometimes important, most of what makes life worth living is not worth examining.', 'simply doing whatever everyone else does without thinking about why we should do what we do can hardly be thought of as worthwhile, noble, or admirable.', 'it is a waste of time to sit around thinking about whether life is worth living; we should leave such reflection to talk-show hosts, political figures, and religious leaders.']",2
4791,"""Is there anything you ready to die for? This question is philosophical because:""",philosophy,"['it does not have any right or wrong answer because it is a meaningless question.', 'it is a meaningless question because everyone could have a different answer to it.', 'it forces us to articulate and justify our beliefs about what we know and ought to do.', ""it is more concerned with one's religious beliefs than with factual claims about the world.""]",2
4792,"""According to Baier idea's, the second step in checking if an action is right be to find out:""",philosophy,"['whether it is forbidden by a moral rule of one’s group.', 'whether the moral rule forbidding it is a genuine moral rule.', 'whether it is forbidden by a law.', 'whether one can approve of it.']",1
4793,"""Rule that for a rule to belong to the morality of the group, the rule must be:""",philosophy,"['part of the mores of the group.', 'universally teachable.', 'not merely a taboo.', 'all of the above.']",3
4794,"If God is not existing, _______",high_school_psychology,"[['biologists', 'behaviorists', 'psychoanalysts', 'humanists']]",1
4795,"""The end of every action is being argued by Aquinas to be:""",philosophy,"['some desire.', 'some pleasure.', 'some good.', 'some emotional state.']",2
4796,"According to Parfit, both Taurek and Lewis, they are thinking for a 'sum of pain,' it must be:",philosophy,"['all felt at a single time.', 'all felt by a single person.', 'all be caused by a single source.', 'all of the above.']",1
4797,"""Mill say that in deciding how to act:""",philosophy,"['we should always calculate the expected consequences of our action.', 'we should depend on rules of thumb derived from the principle of utility.', 'we should consult tradition.', 'we should consult scripture.']",1
4798,"""A characteristic, important and formal, of art is _______""",philosophy,"['social meaning', 'faithful representation', 'its power to evoke strong emotions', 'coherence']",3
4799,"""In condition amidst every man, there is a state, of war, of everyone against everyone, he is having a right to _______.""",philosophy,"['some things', 'lawful treatment', 'due process', 'everything']",3
4800,"""In the case concerning owe money the people, the right argument against strongly put A in jail is their relying on:""",philosophy,"['fear.', 'universalizability.', 'considerations of the consequences of doing so.', 'all of the above.']",1
4801,"""Its being it important that personal data about people in the study are kept safely in records safe and secret?""",philosophy,"['So that the participants cannot find out what has been written about them.', 'In case individuals, places, or organizations can be harmed through identification or disclosure of personal information.', 'So that government officials, teachers, and other people in authority can have easy access to the data.', 'To enable the researcher to track down individuals and find out more about their lives.']",1
4802,"""Berkeley is insisting that heat and cold can be _______.""",philosophy,"['illusions', 'physical objects', 'only things existing apart from our minds', 'only sensations existing in our minds']",3
4803,"""Epictetus did recommend we stop from:""",high_school_psychology,"[['Systems', 'Resource', 'Triadic', 'Adaptive learning environments']]",2
4804,"""Nussbaum is saying our modern discussions about being gay.""",philosophy,"['are continuations of the very same debate about sexual activity that went on in the Greek world.', 'are interminable because there is no objective answer as to whether homosexuality is immoral.', 'are carried out in a manner that is not virtuous.', 'none of the above.']",3
4805,"""A feature, first, is being a responsibility of act because of which the act:""",philosophy,"['seems to be right, although this might be illusory.', 'tends to be right, although this might be outweighed by other considerations.', 'is right.', 'is the first thing that an agent ought to do, above all else.']",1
4806,"""Aquinas is being said that all human actions appear to serve:""",philosophy,"['those in power.', 'those of high status.', 'those who contemplate the truth.', 'those who act wickedly.']",2
4807,"""Men, devoid of a common power to keep them all in awe, there can be _______ """,philosophy,"['negotiation', 'war', 'democracy', 'freedom']",1
4808,"""Apart from the not nice fact it is, what is an important bad thing about people taking part are cheating?""",philosophy,"['It can damage the professional reputation of the researcher and their discipline.', 'It makes it more difficult to gain access to deviant or hidden populations.', 'It means that records of personal data about the participants cannot be made anonymous.', 'None of the above.']",0
4809,"""Augustine is holding we can never err.""",philosophy,"['in any circumstances whatsoever.', 'except through ignorance.', 'except through wickedness.', 'except through temptation.']",1
4810,"What is the notion, meaning in life, referring to?",high_school_psychology,"[['9', '8', '7.5', '7']]",1
4811,"Stevenson is carefully identifying the meaning respecting :  or  ""Stevenson is carefully identifying the meaning in:""",philosophy,"['the empirical observations to which it applies.', 'all the psychological causes and effects that attend its utterance.', 'the psychological causes and effects it has a tendency to be connected with.', 'the set of other words that are synonyms to the original word.']",2
4812,Hume each mind sees _______.,philosophy,"['the same beauty', 'a different beauty', 'a warped sense of beauty', 'objective beauty']",1
4813,"""Descartes did say that the main feature of physical things can be that _______""",philosophy,"['they cannot be measured', 'science can study them', 'they do not have extension', 'they have extension']",3
4814,"""According Paley, we must conclude that a watch is it having an intelligent designer if the watch _______.""",philosophy,"['shows purposefulness', 'has a structure', 'runs well', 'is engraved']",0
4815,"""You think a set of statements is true, and yet you can work out a false or silly statement from it, then the first set of statements altogether must can be false. This kind of argument is known as _______.""",philosophy,"['modus tollens', 'modus ponens', 'hypothetical syllogism', 'reductio ad absurdum']",3
4816,"""The control condition is saying:""",philosophy,"['it is morally wrong to ever lose control of oneself.', 'it is morally wrong to try to control the lives of (adult) others.', 'one cannot be morally assessed for what is due to factors outside one’s control.', 'one cannot be morally blamed for taking control of one’s own life.']",2
4817,The claim we always are feeling pleasure when we get what we want according to Feinberg.,philosophy,"['is true, and supports psychological egoism.', 'is true, but does not support psychological egoism.', 'is false, and would not support psychological egoism even if it were true.', 'is false, but would support psychological egoism if it were true.']",2
4818,"""What are the two principal answers which life has any our meaning regarding?""",philosophy,"['the external view and the internal view', ""the pessimist'sview and the optimist'sview"", 'the religious view and the liberal view', 'the theistic view and the agnostics view']",1
4819,Aristotle did state that if we ask what the highest good is concerning human action.,philosophy,"['there is no agreement about the answer.', 'most people agree that it is pleasure.', 'nearly everyone agrees that it is happiness.', 'there is no objective answer to this question.']",2
4820,"Epictetus is claiming if the wife and children of a man, virtuous, were to die, he should feel:",high_school_psychology,"[['the central nervous system', 'the somatic nervous system', 'the sensorimotor nervous system', 'the sympathetic nervous system']]",3
4821,"""Which of the ideas am I not connecting to the view of situation ethics?""",philosophy,"['Anything goes', 'Principled relativism', 'The end justifies the means', 'No choice']",0
4822,"""Objects exist and are knowable as examples or instances of Ideas or Forms do not exist in our world plus Forms do not exist in the world they are in because:""",high_school_psychology,"[['resolution', 'resistance', 'alarm', 'exhaustion']]",3
4823,Descartes is saying that he is thought.,philosophy,"['a body', 'a dream', 'a thing that thinks', 'a thing that cannot exist']",2
4824,"Aquinas is saying _______ that the first cause efficient, concerning everything is _______.",philosophy,"['the universe', 'God', 'nature', 'an infinite series']",1
4825,A person not bothered by pictures of human joy's or suffering can be not care about:,philosophy,"['art and beauty.', 'virtue and vice.', 'his own well-being.', 'all of the above.']",1
4826,"""When using methods, picture, in a research project what are you thinking about with the rules?""",philosophy,"['What constitutes a public space', 'Protecting individuals from potential harm', 'Any risk of invasion of privacy', 'All of the above.']",3
4827,"Epicurus is stating clearly that of all the things required for a complete life, the greatest is _______.",philosophy,"['honor.', 'friendship.', 'luxury.', 'good food.']",1
4828,"""Parfit is saying the size of pains is""",philosophy,"['can be precisely compared.', 'can be compared, but only roughly.', 'can be compared within individuals, but not between individuals.', 'cannot compared either within individuals or between individuals.']",1
4829,"We can know knowledge only by looking only past this world objects changing to the true things or Forms in terms of which things in this world make sense. Plus we can know what a triangle is not from comparing normal triangles but by thinking of the perfect idea of a triangle in terms of which these ones are known as triangles. From this Plato says that all knowledge (as opposed to opinion) can be in us from birth, because:",philosophy,"['from the moment we are born we know what things are in the world in terms of ideas that we get through our senses.', 'since we are born with senses (that is, our senses are innate), we can know things about the sensible world with certainty as long as we rely on the senses alone.', 'our knowledge of the world is not really of the sensible world itself but of the world grasped mathematically and ideally.', 'since our absolutely certain knowledge of things cannot be based on the changing things in sensible experience, it must merely be triggered by sensible experience.']",2
4830,"According Sartre, what existentialists can have in common is they are thinking _______.",high_school_psychology,"[['provide more retrieval cues', 'enhance retention of information', 'check memorization rather than critical thinking', 'are definitional rather than conceptual']]",0
4831,"""Epictetus are claiming the only thing one can call one’s own is""",philosophy,"['the way one deals with one’s impressions.', 'one’s family.', 'one’s friends.', 'one’s body.']",0
4832,"""In Hobbes's view, to say something is good be to say that:""",philosophy,"['it is conducive to human happiness.', 'you desire it.', 'most people desire it.', 'most people ought to desire it.']",1
4833,"Moore say that there is no meaning in saying that pleasure is good, if not:",philosophy,"['goodness and pleasure are the same thing.', 'good is something different than pleasure.', 'all good things are pleasant.', 'all pleasant things are good.']",1
4834,"""Baier say that when we are asking for moral advice, we are asking of others to:""",philosophy,"['issue commands.', 'inform us of their preferences.', 'deliberate with us.', 'empathize with us.']",2
4835,Moral ideas that say that the good of actions's are depending only on their results  _______ on.,high_school_psychology,"[['color constancy', 'closure', 'shape constancy', 'size constancy']]",2
4836,"""Socrates are telling Crito that he should attempt to break out of prison if and only if doing so would be:""",philosophy,"['to his advantage.', 'harmful to his enemies and advantageous to his friends.', 'pleasing to the gods.', 'just.']",3
4837,"According to Socrates, the life good or quality of one's' is depending on understanding the rules , or main reason for human life. Plus, without such knowledge (he suggests) life is bad, because",philosophy,"['acting virtuously means acting in way that is informed about what one is doing and why.', 'someone who does not understand existence philosophically could never do anything right.', 'to have the power or ability to do anything at all requires that we know what we are doing.', 'not only is virtue knowledge but also the unexamined life is not worth living.']",0
4838,Rawls is saying that students with gifts natural of less should be given:,philosophy,"['more attention and resources than those with more native assets.', 'the same level of attention and resources as those with more native assets.', 'less attention and fewer resources than those with more native assets.', 'virtually no educational resources.']",0
4839,"According Hume, reason:",high_school_psychology,"[['the reconstructive nature of memory.', 'the serial position effect.', 'the rate at which people forget information.', 'the role of the cerebellum in memory.']]",0
4840,Singer is saying that in response to argument food help is bad because it leads to too many people to.,philosophy,"['this has empirically been shown to be false.', 'this is true, but should not be of moral concern to us.', 'this is a reason to give money to population control efforts.', 'there is no such thing as “overpopulation.”']",2
4841,Descartes is supposing initially at first everything he sees is _______.,high_school_psychology,"[['phonemes', 'morphemes', 'linguistic relativity hypothesis', 'language acquisition device']]",3
4842,An example is morally impossible being of a rule would be:,philosophy,"['lie whenever doing so is necessary to prevent a catastrophe.', 'always do whatever brings about the greatest happiness.', 'always assert what you don’t think to be the case.', 'all of the above.']",2
4843,"""Their agreeing with others to make one group under one government every man did put himself under a duty to these ones that society to give in to the decision of _______'s to.""",high_school_psychology,"[['precedes the unconditioned stimulus', 'succeeds the unconditioned stimulus', 'evokes the conditioned response', 'no longer evokes the conditioned response']]",3
4844,"""Nature is putting people under two main rulers.""",philosophy,"['pain and pleasure.', 'good and evil.', 'God and the devil.', 'duty and self-interest.']",0
4845,"""What was Schopenhauer attitude toward life?""",philosophy,"['He thought life was uncertain but worthwhile.', 'He thought life was hard but ultimately hopeful.', 'He thought life was bereft of meaning.', 'He believed in an afterlife in which all misery vanishes.']",2
4846,"""Thinkers to blame for it's saying what good is, Moore says that many past thinkers are to blame for:""",philosophy,"['begging the question.', 'circular reasoning.', 'the naturalistic fallacy.', 'the ad hominem fallacy.']",2
4847,"""By Epicurus, the money needed is for a good life is:""",philosophy,"['easily procured.', 'attainable for everyone, but only through great effort.', 'available only to the rich.', 'available only to the gods.']",0
4848,"""The story about Abraham Lincoln is being claimed by Feinberg.""",philosophy,"['provides some evidence for psychological egoism.', 'provides some evidence against psychological egoism.', 'provides no evidence for or against psychological egoism.', 'actually involves a confusion between ethical egoism and psychological egoism.']",1
4849,Hobbes is saying all of the laws of nature can be summarized in the rule:,philosophy,"['maximize happiness.', 'never treat another person as a means to your ends.', 'do not do to another what you would not have done to yourself.', 'practice virtue in all that you do.']",2
4850,"According to Aristotle view, the virtues are:",philosophy,"['acquired through habit.', 'acquired through philosophical reflection.', 'a gift from the gods.', 'innate.']",0
4851,"""Mill is saying that the difference same between what is fair and other good things is the difference between:""",philosophy,"['perfect and imperfect obligations.', 'positive and negative duties.', 'strong and weak duties.', 'absolute and relative obligations.']",0
4852,Socrates is arguing he would never do things bad on purpose to hurt others because,philosophy,"['it is his duty not to do so.', 'this would make them vicious, and they would then harm him.', 'he would be likely to get caught if he did so.', 'he would not know how.']",1
4853,"""Laws of nature can be laws which _______ according, and laws of freedom can be laws which _______ according.""",high_school_psychology,"[['Optic nerve; ganglion cells; bipolar cells; rods and cones', 'Bipolar cells; ganglion cells; fovea; optic nerve', 'Rods and cones; retina; optic nerve; ganglion cells', 'Rods and cones; bipolar cells; ganglion cells; optic nerve']]",3
4854,"Augustine is claiming that to be happy, one must know:",philosophy,"['the causes of natural occurrences.', 'the causes of good and evil.', 'both a and b.', 'neither a nor b.']",1
4855,"Nature investing each person, two characters.",philosophy,"['universal and individual.', 'virtuous and vicious.', 'good and evil.', 'divine and beastly.']",0
4856,Aristotle is seeing his idea of the qualities as:,philosophy,"['final and complete.', 'open-ended and revisable.', 'relative to his culture.', 'applicable only to himself.']",1
4857,"Nussbaum is saying that when people from backgrounds different talk, people from ways of thinking often can see their talk.",philosophy,"['in a relativist way.', 'in an absolutist way.', 'in a Kantian way.', 'in an Aristotelian way.']",3
4858,Deals good fair to everyone and good for all parties can be good because they:,philosophy,"['satisfy our desire for fairness.', 'satisfy the conceptual constraint against exploitation.', 'maximize the productivity of society.', 'invite the stable compliance of everyone.']",0
4859,"""Epictetus is recommending we act.""",philosophy,"['according to our passions.', 'so as to do whatever comes naturally, without much thought.', 'only after careful reflection on the consequences of our actions.', 'so as to benefit the greatest number.']",2
4860,"""Descartes say that, for all he knows, he may be _______.""",philosophy,"['dreaming', 'a god', 'infallible', 'perfect']",0
4861,"""When Euthyphro tried to explain the holy as punishing bad people, Socrates is vehemently objecting against:""",philosophy,"['there are many other things that are also holy.', 'prosecuting wrongdoers is not always holy.', 'there is disagreement about what counts as “wrongdoing.”', 'all of the above.']",0
4862,"""All things created is claimed by Augustine.""",philosophy,"['eternally and unchangeably good.', 'good when taken together, but not good separately.', 'good, even taken separately.', 'none of the above.']",2
4863,"""In Augustine view, lying is:""",philosophy,"['often permissible if done for the right reasons.', 'not evil in itself, although it can have bad consequences.', 'permissible only in very rare circumstances.', 'never permissible.']",3
4864,"""How did Tolstoy's life, after a crisis of meaning, change?""",philosophy,"['His income increased dramatically.', 'He distrusted everyone.', 'He became religious.', 'He became an agnostic.']",2
4865,Cicero did say that it is allowing to:,high_school_psychology,"[['CAT', 'MRI', 'PET', 'MMPI']]",2
4866,"According Hobbes, without a common power to keep them awed humans are existing in a state of:",high_school_psychology,"[['glandular effectors', 'muscular effectors', 'pressure receptors', 'rods and cones']]",2
4867,"""Art explained has been as _______""",high_school_psychology,"[['standard deviation', 'correlation coefficient', 'mode', 'median']]",3
4868,Anselm think that a being in fact existed that is greater than a being _______ within.,high_school_psychology,"[['phonemes', 'phenotypes', 'semantics', 'morphemes']]",3
4869,"""By Baier, a rule is being for the good of human beings only if:""",philosophy,"['it is not harmful.', 'it does not impose unnecessary restrictions.', 'it promotes the good of some people.', 'all of the above.']",3
4870,"Anscombe is saying things, bad about Sidgwick on the grounds:",philosophy,"['he does not distinguish between the foreseen and intended consequences of one’s action.', 'he endorses the divine law conception of ethics.', 'he claims that there is a “natural balance” to the universe.', 'all of the above.']",0
4871,"""Making sure the rule of agreement is being followed is said easier than done.""",philosophy,"['It is not practicable to present every participant with all the information about the study.', 'Sometimes it is desirable to withhold certain pieces of information, such as the length of time an interview will take.', 'If the participants knew exactly what the researcher was intending to study, they might change their behavior.', 'All of the above.']",3
4872,"""According to Hobbes view, a law of nature is:""",philosophy,"['a command of God.', 'a principle of duty, known by intuition.', 'a principle, known by reason, which forbids one from doing something destructive of one’s life.', 'None of the above.']",2
4873,"Feinberg say that when people are hungry, they are wanting:",philosophy,"['to eat food.', 'pleasant gustatory sensations.', 'both a and b.', 'neither a nor b.']",0
4874,"""To Hobbes, the right of nature are:""",philosophy,"['an entitlement to the fruits of one’s labors.', 'a claim not to be harmed by others.', 'the right of the king to rule his subjects.', 'the liberty to use one’s powers to preserve one’s life.']",3
4875,"""According to Socrates, it is being important we discover what makes a particular action (e.g., a merciful or just act) the kind of action it is, because without such knowledge:""",high_school_psychology,"[['retinal disparity', 'convergence', 'closure', 'linear perspective']]",3
4876,"According Rawls, the two parts of his's theory:",philosophy,"['are interdependent: You cannot accept one part without accepting the other.', 'are independent: You can accept either part without accepting the other.', 'are provable from self-evident premises.', 'cannot be justified via rational means.']",1
4877,The idea can be known as _______ explained mind states are dispositions to behave in particular ways in certain circumstances.,philosophy,"['logical nominalism', 'logical behaviorism', 'methodological behaviorism', 'eliminative materialism']",1
4878,Defined amid form the view art is being known as _______.,high_school_psychology,"[['Iconic memory', 'Elaborative rehearsal', 'Chunking', 'Maintenance rehearsal']]",3
4879,"""World being limited to a personal view, we individually are seeing there can be no way that we could find out if our own view is useful, true, or good because of:""",philosophy,"['we know whether our internal perspective is correct only by comparing it with an objective, external perspective (the ""real"" world).', 'whatever we appeal to in order to prove that our perspective is right itself would be part of the standard we use in evaluating that perspective.', 'scientific research that reveals facts about the world would cause us to challenge our perceptions in a dreamworld of our own making.', 'without limiting our perspective to an internal dreamworld, we cannot achieve any objective, external knowledge of the real world.']",1
4880,"Epictetus is saying when someone hits you, what really makes you angry is:",philosophy,"['the force of the blow.', 'their malicious intentions.', 'your own judgment.', 'the insult involved.']",2
4881,"Craig did argue that the series of events' in time cannot be actually infinite, so we are knowing that _______ in.",philosophy,"['the universe is finite in the past and began to exist', 'the universe is infinite in the past', 'the universe never is uncaused', 'the universe exists only in the mind']",0
4882,Aquinas is saying that:,philosophy,"['pleasure exists for its own sake.', 'pleasure exists for the sake of operation.', 'operation exists for the sake of pleasure.', 'both b and c.']",1
4883,"That is, his smartness is in his understanding not only that he does not know such basics but also that he is knowing without such knowledge actions are not right.",philosophy,"['justice, like knowledge, requires that we admit that we know nothing and never will.', 'he knows what he is supposed to be looking for--knowledge of the essences of things.', 'knowledge of the essences of things is impossible, because that would require that we know what we are looking for before we know what it is we are looking for.', 'his method of asking questions about essences is itself unjustified because he does not know why he engages in such a practice.']",1
4884,"""Hare can refer to people who support good ideas as without thought for if interests are followed by them.""",philosophy,"['fanatics.', 'amoralists.', 'immoralists.', 'maniacs.']",0
4885,"According Locke, a man the state complete, his freedom of nature is giving unto the state up, because _______.",philosophy,"['he will also enjoy absolute freedom when subject to the state', 'in the state of nature the enjoyment of his freedom is very uncertain and vulnerable', 'he wants to have absolute power over others', 'he rejects the laws of the state of nature']",1
4886,"""Augustine is saying that there can be no badness where there is no:""",philosophy,"['hatred.', 'greed.', 'love.', 'good.']",3
4887,Mill is saying a happy life is one of:,philosophy,"['tranquility.', 'excitement.', 'both a and b.', 'neither a nor b.']",2
4888,"""According Moore's, “pleasure is good” is meaning the same thing as:""",philosophy,"['“pleasure is desired.”', '“pleasure is pleasant.”', '“we desire to desire pleasure.”', 'none of the above.']",3
4889,Socrates compares the city to argue he is obliged to obey the laws of Athens.,philosophy,"['an employer.', 'a parent.', 'a friend.', 'a spouse.']",1
4890,"By Cicero, it is helpful to be:",philosophy,"['just.', 'generous.', 'kind.', 'all of the above.']",3
4891,"""Brandt are saying that if a code of behavior is good depending on:""",philosophy,"['the complexity of the rules.', 'how many people would likely violate it.', 'the costs of its restrictions, in terms of the guilt it induces.', 'all of the above.']",3
4892,"""View of which we are made two different thing's plus these two talk to each other is being known as _______""",philosophy,"['functionalism', 'identity theory', 'substance dualism', 'materialism']",2
4893,"""the word “good” have a pleasing emotive meaning that fits it to:""",philosophy,"['descriptive use.', 'constructive use.', 'dynamic use.', 'propositional use.']",2
4894,"""The main end of men coming together into a country can be _______.""",philosophy,"['domination over other commonwealths', 'the preservation of the state of nature', 'the preservation of their property', 'the preservation of their absolute power']",2
4895,"""Epictetus is saying the wish towards loved ones to live forever is:""",philosophy,"['a natural instinct.', 'a sign of genuine love.', 'blasphemous.', 'silly.']",3
4896,"""Aristotle saying that:""",philosophy,"['virtue is in our power, and so is vice.', 'virtue is in our power, but vice is not.', 'vice is in our power, but virtue is not.', 'neither virtue nor vice is in our power.']",0
4897,"""Hume is describing reason as:""",philosophy,"['cool and disengaged.', 'the source of all moral actions.', 'the first spring or impulse to desire.', 'all of the above.']",0
4898,"According to Brandt, John Stuart Mill's view is the one closely looking to.",philosophy,"['act-utilitarianism.', 'a rule-utilitarianism based on the actual rules of society.', 'a rule-utilitarianism based on ideal moral rules.', 'Kant’s ethics.']",2
4899,"""What are some annoyances in people writing or reading concerning research ethics?""",philosophy,"['Writers differ over what is ethically acceptable.', 'The same debates are rehearsed over decades.', 'Cases of ethical violation tend to be linked with certain research methods.', 'All of the above.']",3
4900,Epicurus is thinking death of as:,philosophy,"['the beginning of the afterlife.', 'one component of the continuous cycle of rebirth.', 'the deprivation of all sensation.', 'the greatest harm that one can suffer.']",2
4901,Da Vinci Mona Lisa is being _______.,philosophy,"['representational', 'abstract', 'obscure', 'nonrepresentational']",0
4902,"""States, mind, that can be said are nothing but states brain are known as _______.""",high_school_psychology,"[['an unconditioned stimulus', 'acquisition', 'discrimination', 'generalization']]",1
4903,"""Singer says food help groups of are sending our help to faraway people needing it.""",philosophy,"['more effectively than we could get it to our close neighbors.', 'almost as effectively as we could get it to our close neighbors.', 'quite inefficiently, but they are still worth donating to.', 'very inefficiently, and are therefore not worth donating to.']",1
4904,"According to Feinberg, a good moral education: can be",high_school_psychology,"[['continuity', 'the phi phenomenon', 'similarity', 'proximity']]",3
4905,"""Descartes, believing that interaction between body and mind took place in _______.""",philosophy,"['ectoplasm', 'the brain stem', 'the pineal gland', 'the nervous system']",2
4906,Which of these is a hurt kind amidst that people in the study might be them suffering by?,philosophy,"['Physical injury', 'Stress and anxiety', 'Impaired development', 'All of the above']",3
4907,"""At Giza, the greatest pyramids were built.""",prehistory,"[""as burial monuments for the pharaoh Khufu, Khufu's son Khafre, and Khufu's grandson Menkaure."", 'by slaves who were coerced and worked under the threat of death, as described in the book of Exodus of the Old Testament.', 'in the construction frenzy of the 6th dynasty.', 'all of the above.']",0
